page,name,name_uncertain,parens,year,year_uncertain,tech,players,prod,notes,raw_line,disposition,catalog_slug,catalog_conf,catalog_maker,catalog_year,ipdb_id,ipdb_conf,ipdb_maker,opdb_id,review,verdict,verdict_why,final_catalog_slug,agent_fields,lineage,conflict,quote
bem,Black Jack,,,1976,,ss,,,(‘testa piccola’),Black Jack – ss (‘testa piccola’),new-model-existing-maker,black-jack-2,low,bally-manufacturing-corporation,1977,308,low,Williams Electronic Manufacturing Corporation (1958-1967) [Trade Name: Williams],G5nbD-MDyXb,yes,create,,,"{""name"": ""Black Jack"", ""maker_ce"": ""bem (dump: bigliardini-elettronici-milano)"", ""year"": 1976, ""year_uncertain"": true, ""year_note"": ""Both page generations place it under a '1976' photo-section header, but IPDB dates BEM's sibling ss 'testa piccola' games to 1978 (Sun's Cruise 5671 = Feb 1978) — treat 1976 as weak"", ""technology"": ""ss"", ""players"": null, ""players_note"": ""BEM's other ss machines are 4p in IPDB (5670, 5671, 6710) — plausible, not stated"", ""month"": null, ""game_format"": null, ""kit"": null, ""lineage"": null, ""lineage_note"": ""Name echoes Bally's contemporaneous 'Black Jack' (EM 1977 / SS 1978) — speculative only, record nothing""}",,,Black Jack – ss ('testa piccola')
bem,Travel Agency,,,1976,,em,1,,,Travel Agency – em – 1p,new-model-existing-maker,travel-agency,low,giorgio-massiero,1976,4106,med,"Giorgio Massiero, of Milan, Italy (1976)",,yes,exists,Photo-section duplicate of the Travel Agency list entry; adds players=1 (already in IPDB 4106).,travel-agency,,,,
bem,Sun’s Cruise,,,1976,,ss,1,,(‘testa piccola’) | (stesso piano del “Travel Agency”),Sun’s Cruise – ss (‘testa piccola’) – 1p,exists,suns-cruise-2,high,bigliardini-elettronici-milano,1978,5671,high,"Bigliardini Elettronici Milano, of Milano, Italy [Trade Name: BEM]",,,exists,parser high-confidence match,suns-cruise-2,,,,
bem,Jack Rabbit,,,1976,,ss,,,(‘testa piccola’),Jack Rabbit – ss (‘testa piccola’),exists,jack-rabbit-3,high,bigliardini-elettronici-milano,,5670,high,"Bigliardini Elettronici Milano, of Milano, Italy [Trade Name: BEM]",,,exists,parser high-confidence match,jack-rabbit-3,,,,
bem,Dog’s Race,,,1976,,em,1,,"(running dogs in the headbox, similar to Williams’ “Derby Day”)",Dog’s Race – em – 1p,exists,dogs-race,high,bigliardini-elettronici-milano,,5632,high,"Bigliardini Elettronici Milano, of Milano, Italy [Trade Name: BEM]",,,exists,parser high-confidence match,dogs-race,,,,
bem,Urania,,,1976,,,,,,Urania,new-model-existing-maker,,,,,,,,,,create,"BEM small-head EM, tilt.it only (agent verdict, key drift).",,,,,Urania
bensa,???,,year unknown – identified as manufactured by Bensa thanks to Thierry Delisle,,,,,,,??? (year unknown – identified as manufactured by Bensa thanks to Thierry Delisle),new-model-existing-maker,,,,,,,,,,defer,"Uncertain NAME, not uncertain existence — a machine identified as Bensa by collector Thierry Delisle, name unknown. Cannot create a nameless model; recommend skipping, optionally noting on the bensa-sas CE description, and revisiting if a name surfaces.",,,,,
bensa,Surf,,,,,em,1,,,Surf (1 player -em),new-model-existing-maker,,,,,,,,,,create,,,"{""name"": ""Surf"", ""maker_ce"": ""bensa-sas"", ""year"": null, ""year_uncertain"": true, ""year_note"": ""Undated; listed before the 1973 group. Bensa's IPDB-documented span is 1973-1974"", ""technology"": ""em"", ""players"": 1, ""month"": null, ""game_format"": null, ""kit"": false, ""lineage"": null, ""lineage_note"": ""No matching American 'Surf' original found in IPDB for the era (Gottlieb Surf Champ/Surfer are 1976); possibly an original Bensa design or unidentified copy""}",,,Surf (1 player -em)
bensa,Surf,,,,,ss,1,,,Surf (1 player -ss),new-model-existing-maker,,,,,,,,,,create,,,"{""name"": ""Surf"", ""maker_ce"": ""bensa-sas"", ""year"": null, ""year_uncertain"": true, ""technology"": ""ss"", ""players"": 1, ""month"": null, ""game_format"": null, ""kit"": false, ""lineage"": null}",,,Surf (1 player -ss)
bensa,Space Time,,,1973,,,,,,Space Time,exists,space-time-2,high,bensa-sas,1973,4062,high,"Bensa s.a.s., of Milan, Italy (1973-1974)",GRvE1-MQ2P6,,exists,parser high-confidence match,space-time-2,,,,
bensa,Wild Boy,,,1973,,,,,,Wild Boy,exists,wild-boy,high,bensa-sas,1974,4063,high,"Bensa s.a.s., of Milan, Italy (1973-1974)",,,exists,parser high-confidence match,wild-boy,,,,
bensa,Big Brave,,"grafica della testata ispirata dal Gottlieb, ma piano totalmente diverso",1974,,em,1,,,"Big Brave (grafica della testata ispirata dal Gottlieb, ma piano totalmente diverso) – em – 1p",exists,big-brave-2,high,bensa-sas,1974,4061,high,"Bensa s.a.s., of Milan, Italy (1973-1974)",GrXKb-MQ4OY,,exists,parser high-confidence match,big-brave-2,,,,
bensa,Knokout,,,1974,,,,,,Knokout,exists,knokout,high,bensa-sas,1974,5270,high,"Bensa s.a.s., of Milan, Italy (1973-1974)",,,exists,parser high-confidence match,knokout,,,,
bensa,Jack in the box,,,1975,,,,,,Jack in the box,new-model-existing-maker,jack-in-the-box,low,d-gottlieb-company,1973,1277,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],Gr2JJ-MnKlB,yes,create,,,"{""name"": ""Jack in the box"", ""maker_ce"": ""bensa-sas"", ""year"": 1975, ""year_uncertain"": false, ""technology"": ""em"", ""technology_note"": ""era + Bensa pattern; not explicit on the page"", ""players"": 1, ""players_note"": ""Bensa's documented games are all 1p (IPDB); Pinside: Italian copies were 1-player — presumed"", ""month"": null, ""game_format"": null, ""kit"": false, ""lineage"": ""Copy of D. Gottlieb & Company's 1973 'Jack In The Box' (ipdb 1277; catalog jack-in-the-box) — presumed from the name and Bensa's copy-of-contemporary-Gottlieb pattern; the tilt page gives no parenthetical""}",Copy of D. Gottlieb & Company's 1973 'Jack In The Box' (ipdb 1277; catalog jack-in-the-box) — presumed from the name and Bensa's copy-of-contemporary-Gottlieb pattern; the tilt page gives no parenthetical,,Jack in the box
bensa,Sure Shot,,,1976,,,,,,Sure Shot,new-model-existing-maker,sure-shot-2,low,d-gottlieb-company,1976,2457,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],GrqL6-Mx07k,yes,exists,"Catalog already has maker-less 'sure-shot-5' = IPDB 6724 ('Unknown Manufacturer', EM), whose note reads: 'This is an Italian-made add-a-ball copy of the USA replay Gottlieb's 1976 Sure Shot.' That matches tilt's Bensa 'Sure Shot' (1976) closely — Italian, 1976, copy of the Gottlieb game. Medium-high confidence same machine; adjudicate as exists with an attribution task (assert maker=bensa-sas, year=1976) rather than a create.",sure-shot-5,,Add-a-ball copy of D. Gottlieb & Company's 1976 'Sure Shot' (ipdb 2457; catalog sure-shot-2).,,
bontempi,Action,,copy of game from Chicago Coin’s ?,,,,,,,Action (copy of game from Chicago Coin’s ?),new-maker,action-2,low,exhibit-supply-company,1943,15,low,Chicago Coin Machine Manufacturing Company (1932-1977),GrJQv-M2Yjq,yes,create,,,"{""name"": ""Action"", ""year"": null, ""year_uncertain"": true, ""technology"": null, ""players"": null, ""production_month"": null, ""game_format"": ""pinball"", ""kit"": false, ""lineage"": ""Copy of an unidentified Chicago Coin game — tilt.it's own hedge: 'copy of game from Chicago Coin’s ?'. Plausibly Chicago Coin's 'Action' (1969, ipdb 15) given the identical name, but tilt.it does not commit and the parenthetical here is a note, not an American-original title.""}","Copy of an unidentified Chicago Coin game — tilt.it's own hedge: 'copy of game from Chicago Coin’s ?'. Plausibly Chicago Coin's 'Action' (1969, ipdb 15) given the identical name, but tilt.it does not commit and the parenthetical here is a note, not an American-original title.",,Action (copy of game from Chicago Coin's ?)
cea,Lucky Shot,,,1976,,ss,1,,(Enada V),Lucky Shot – ss – 1p (Enada V),exists,lucky-shot,high,costruzioni-elettroniche-automatiche,1978,3714,high,"Costruzioni Elettroniche Automatiche, of Bologna, Italy (1977-1979) [Trade Name: C.E.A.]",Gr2oD-MZell,,exists,parser high-confidence match,lucky-shot,,,,
cea,Timothyt T.,,,1977,,em,1,,,Timothyt T. – em – 1p,new-model-existing-maker,,,,,,,,,,exists,"Matches catalog 'Timothy T.' (costruzioni-elettroniche-automatiche, ipdb 4819, EM 1P). IPDB 4819 Notes: 'The 4-player version of this game is C.E.A.'s 1977 Timothy T.' - i.e. 4819 is the 1P EM listed here; the 4P SS ('Timothyt – ss – 4p' also on the page) is catalog timothy-t (ipdb 3735). 'Timothyt' spelling appears on the game itself.",timothy-t-2,,,,
cea,Alpha 2001,,,1977,,ss,1,,,Alpha 2001 – ss – 1p,exists,alpha-2001,high,costruzioni-elettroniche-automatiche,1977,3688,high,"Costruzioni Elettroniche Automatiche, of Bologna, Italy (1977-1979) [Trade Name: C.E.A.]",GRLdW-MDOz8,,exists,parser high-confidence match,alpha-2001,,,,
cea,Timothyt,,,1977,,ss,4,,,Timothyt – ss – 4p,exists,timothy-t,high,costruzioni-elettroniche-automatiche,1977,,,,GRBv3-MJ9xx,,exists,parser high-confidence match,timothy-t,,,,
cea,Fly Man,,,1978,,ss,1,,,Fly Man – ss – 1p,new-model-existing-maker,,,,,,,,,,create,,,"{""name"": ""Fly Man"", ""year"": 1978, ""year_uncertain"": false, ""technology"": ""ss"", ""players"": 1, ""month"": null, ""game_format"": ""pinball"", ""kit"": false, ""lineage"": ""Original C.E.A. solid-state title; no American original named on the page. Maker: Costruzioni Elettroniche Automatiche (C.E.A.), Bologna.""}","Original C.E.A. solid-state title; no American original named on the page. Maker: Costruzioni Elettroniche Automatiche (C.E.A.), Bologna.",,Fly Man – ss – 1p
cea,Satellite,,,1978,,ss,4,,,Satellite – ss – 4p,exists,satellite-2,high,costruzioni-elettroniche-automatiche,1978,3722,high,"Costruzioni Elettroniche Automatiche, of Bologna, Italy (1977-1979) [Trade Name: C.E.A.]",Grqwp-MQ626,,exists,parser high-confidence match,satellite-2,,,,
cea,Super Tris,,,1979,,ss,1,,,Super Tris – ss – 1p,exists,super-tris,high,costruzioni-elettroniche-automatiche,1979,3731,high,"Costruzioni Elettroniche Automatiche, of Bologna, Italy (1977-1979) [Trade Name: C.E.A.]",GRLpx-MJwxe,,exists,parser high-confidence match,super-tris,,,,
cea,Three Aces,,,1979,,ss,4,,,Three Aces – ss – 4p,exists,three-aces,high,costruzioni-elettroniche-automatiche,1979,3734,high,"Costruzioni Elettroniche Automatiche, of Bologna, Italy (1977-1979) [Trade Name: C.E.A.]",,,exists,parser high-confidence match,three-aces,,,,
ceff,Five Martians,,,,,,,,"*esistono almeno due versioni di questo flipper; una con le ruote dei punti, l’altra per i flipper a milioni (vedi depliant)",Five Martians,new-maker,,,,,,,,,,exists,Created by the hand-authored pilot patch 0081.,five-martians,,,,
ceff,Joker Ball,,,,,,,,"*non e’ chiaro se e’ il nome di un secondo modello, o solo il nome di una caratteristica di gioco del “Five Martians”",Joker Ball,new-maker,joker-ball,low,midway-manufacturing-company,,5561,low,"Midway Manufacturing Company, of Chicago, Illinois, USA (1959-1978) [Trade Name: Midway]",,yes,defer,"tilt.it itself is unsure it names a second model or a Five Martians feature (pilot decision, patch 0081 comment).",,,,,
centralmatic-lombarda,ZEUS,,,1979,,,,,"una copia, almeno nella grafica, dell’elettronico Williams “Flash”, strutturata per essere installata in un mobile Gottlieb’s, funzionante elettromeccanicamente (a parte i punteggi ed i suoni, tutti prodotti dalla scheda nella testata)",ZEUS (1979),exists,zeus,high,centralmatic-lombarda,1979,6674,high,"Centralmatic Lombarda, of Milano, Italy",,,exists,parser high-confidence match,zeus,,,,
dalla-pria-abm,Stellar Airship,,,,,,,,(art by Mike)(kit for em Gottliebs),Stellar Airship,new-maker,stellar-airship,low,geiger-automatenbau-gmbh,,4016,low,"Geiger-Automatenbau GmbH, of Germany (1978-1992)",GrN7J-MQj62,yes,defer,"Model-level conflict left open: catalog stellar-airship is Geiger's (ipdb 4016 notes are FIRST-PARTY from Mr. Geiger: 1979 SS conversion of Bally's Eight Ball, artist Mike Martinelli did all Geiger kits), while tilt.it shows Dalla Pria/ABM selling an EM-Gottlieb kit of the same name and artist. Possibly a rebadged/licensed Italian edition, possibly a distinct kit. No duplicate created; evidence banked. The MANUFACTURER Dalla Pria is created regardless on its own first-party evidence (dallapria.it: in games since 1958, direct producer; per user ruling first-party sites take priority).",stellar-airship,,,,
dama,Grand Slam,,Ice Show,,,,,,,Grand Slam (Ice Show),new-model-existing-maker,grand-slam-10,low,,,1074,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],G4PL3-MLeBP,yes,exists,"Catalog already has maker-less 'grand-slam-10' = IPDB 6996 ('Unknown Manufacturer', EM), whose note reads: 'This is a conversion of Gottlieb's 1966 Ice Show (Italy).' tilt lists DAMA 'Grand Slam (Ice Show)' — same original, same country, and DAMA is a conversion-kit maker (itmade.htm: 'DAMA (kit manufacturer)'). Medium-high confidence same machine; adjudicate as exists with an attribution task (assert maker=dama-srl) rather than a create. NOTE: this line sits ABOVE the '(?) 1970' header on the page, so it is undated.",grand-slam-10,,Conversion of D. Gottlieb & Company's 1966 'Ice Show (Italy)' (ipdb 1263; catalog ice-show-italy).,,
dama,Golf,,grafica di Cortez,1970,yes,,,,,Golf (grafica di Cortez),new-model-existing-maker,golf-2,low,fabrica-de-aparatos-electro-mecanicos-recreativos-sl-ofmadrid,,6169,low,"Sport matic, S.A., of Barcelona, Spain",,yes,create,,,"{""name"": ""Golf"", ""maker_ce"": ""dama-srl"", ""year"": 1970, ""year_uncertain"": true, ""year_note"": ""Page header is '(?) 1970' — the question mark is the source's own hedge on the year"", ""technology"": ""em"", ""technology_note"": ""era; all IPDB DAMA machines are EM"", ""players"": null, ""month"": null, ""game_format"": null, ""kit"": true, ""kit_basis"": ""itmade.htm: 'DAMA (kit manufacturer) (Milano, Italy)'"", ""lineage"": null, ""lineage_note"": ""'grafica di Cortez' = artwork by Cortez, an artist, not a source game (cf. itmade.htm on 'Lido': 'maybe from Dama - art by Cortez?'). Original game unidentified.""}",,,Golf (grafica di Cortez)
dama,Mexico 70,,grafica di Cortez,1970,yes,,,,,Mexico 70 (grafica di Cortez),new-model-existing-maker,,,,,,,,,,create,,,"{""name"": ""Mexico 70"", ""maker_ce"": ""dama-srl"", ""year"": 1970, ""year_uncertain"": true, ""technology"": ""em"", ""players"": null, ""month"": null, ""game_format"": null, ""kit"": true, ""kit_basis"": ""itmade.htm: 'DAMA (kit manufacturer)'"", ""lineage"": null, ""lineage_note"": ""Artwork by Cortez; original unidentified. Theme is evidently the 1970 FIFA World Cup ('Mexico 70'). Do not confuse with Elettronolo/Elettrocoin's 1970 'Mexico (kit for Bally's Rocket III)' on itmade.htm — different maker, different machine.""}",,,Mexico 70 (grafica di Cortez)
dama,Angels,,Rancho,1970,yes,,,,,Angels (Rancho),exists,angels,high,dama-srl,1970,4396,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,angels,,,,
dama,Basket,,Bazaar,1970,yes,,,,,Basket (Bazaar),exists,basket,high,dama-srl,,5852,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,basket,,,,
dama,Bookmaker’s,,Lunar Shot,1970,yes,,,,,Bookmaker’s (Lunar Shot),exists,bookmakers,high,dama-srl,1970,4397,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,"Spelling variant / repeat listing of ""Bookmaker's (Lunar Shot)"" which appears earlier on the same page (catalog bookmakers, dama-srl, ipdb 4397). Appears in a stretch of the list that repeats already-listed machines (second 'Basket (Bazaar)', bare 'World Star'), consistent with interleaved photo captions.",bookmakers,,,,
dama,Devil’s,,Rocket III,1970,yes,,,,,Devil’s (Rocket III),exists,devils,high,dama-srl,1970,4398,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,devils,,,,
dama,Frogmen,,Bazaar,1970,yes,,,,,Frogmen (Bazaar),exists,frogmen,high,dama-srl,1970,4399,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,frogmen,,,,
dama,Gold Beach,,,1970,yes,,,,,Gold Beach,new-model-existing-maker,,,,,,,,,,create,,,"{""name"": ""Gold Beach"", ""maker_ce"": ""dama-srl"", ""year"": 1970, ""year_uncertain"": true, ""technology"": ""em"", ""players"": null, ""month"": null, ""game_format"": null, ""kit"": true, ""kit_basis"": ""itmade.htm: 'DAMA (kit manufacturer)'"", ""lineage"": null}",,,Gold Beach
dama,Hippies,,Top Hand,1970,yes,,,,,Hippies (Top Hand),new-model-existing-maker,,,,,,,,,,exists,"Normalized-name match within the same maker: catalog 'hippy' (dama-srl, ipdb 4400, 1970). tilt lists three hippie-variants (Hippies, Hippye, Hippie) where IPDB/catalog have two (Hippy 4400, Hippye 4818); 'Hippies' most plausibly = IPDB 'Hippy'.",hippy,,,,
dama,Hippye,,Top Hand | grafica di Cortez,1970,yes,,,,,Hippye (Top Hand)(grafica di Cortez),exists,hippye-2,high,dama-srl,,4818,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,hippye-2,,,,
dama,Hippie,,Bally “Capersville” | grafica di Cortez,1970,yes,,,,,Hippie (Bally “Capersville”) (grafica di Cortez),new-model-existing-maker,,,,,,,,,,create,,,"{""name"": ""Hippie"", ""maker_ce"": ""dama-srl"", ""year"": 1970, ""year_uncertain"": true, ""technology"": ""em"", ""players"": null, ""month"": null, ""game_format"": null, ""kit"": true, ""kit_basis"": ""itmade.htm: 'DAMA (kit manufacturer)'"", ""lineage"": ""Conversion/retheme of Bally's 1966 'Capersville' (ipdb 431; catalog capersville); artwork by Cortez""}",Conversion/retheme of Bally's 1966 'Capersville' (ipdb 431; catalog capersville); artwork by Cortez,,"Hippie (Bally ""Capersville"") (grafica di Cortez)"
dama,Basket,,Bazaar,1970,yes,,,,,Basket (Bazaar),exists,basket,high,dama-srl,,5852,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,basket,,,,
dama,Book Makers,,,1970,yes,,,,,Book Makers,new-model-existing-maker,,,,,,,,,,exists,"Spelling variant / repeat listing of ""Bookmaker's (Lunar Shot)"" which appears earlier on the same page (catalog bookmakers, dama-srl, ipdb 4397). Appears in a stretch of the list that repeats already-listed machines (second 'Basket (Bazaar)', bare 'World Star'), consistent with interleaved photo captions.",bookmakers,,,,
dama,Flipper,,,1970,yes,,,,,Flipper,new-model-existing-maker,flipper-2,low,smith-manufacturing-company,1932,891,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],GrNXw-MLOYP,yes,defer,"Ambiguous in a way the source does not resolve: a bare name in a stretch of the list that mixes repeat entries (Basket, Book Makers, World Star — likely photo captions) with unique entries. 'Flipper' is also simply the Italian word for pinball machine, so this may be a generic caption rather than a title. No IPDB/OPDB DAMA match, no third-party corroboration, no image filename evidence recoverable from the cached HTML (lazy-loaded generic filenames). Recommend a human look at the page photos before creating.",,,,,
dama,O.K. Corral,,,1970,yes,,,,,O.K. Corral,new-model-existing-maker,,,,,,,,,,defer,"Plausible machine name (fits DAMA's western themes) presented bare in the caption-suspect stretch of the list. Appears in both page generations, but no IPDB/OPDB record, no photo identification, and no third-party source found. Same recommendation as 'Flipper': inspect the page photos, then either create or drop.",,,,,
dama,Novelty,,,1970,yes,,,,,Novelty,new-model-existing-maker,,,,,,,,,,defer,"Bare name in the caption-suspect stretch. Extra ambiguity: in EM-era trade usage 'novelty' names a play model (novelty vs replay versions, common in Italy where replays were restricted), so this may caption a machine VERSION rather than name a machine. No corroboration anywhere.",,,,,
dama,Player,,,1970,yes,,,,,Player,new-model-existing-maker,,,,,,,,,,defer,Bare name in the caption-suspect stretch; like 'Novelty' it reads as plausibly a caption fragment or play-model label rather than a machine title. No IPDB/OPDB/third-party corroboration.,,,,,
dama,Ponies,,,1970,yes,,,,,Ponies,new-model-existing-maker,ponies,low,western-equipment-supply-company,1936,1845,low,"Western Equipment & Supply Company, of Chicago, Illinois, USA (1934-1938)",,yes,defer,Bare name in the caption-suspect stretch. No DAMA 'Ponies' in IPDB/OPDB and no third-party source found.,,,,,
dama,World Star,,,1970,yes,,,,,World Star,exists,world-star,high,dama-srl,1970,4405,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,world-star,,,,
dama,Las Vegas,,Solitaire,1970,yes,,,,,Las Vegas (Solitaire),exists,las-vegas-3,high,dama-srl,1970,4068,high,"Dama S.R.L., of Milan, Italy (1970)",G4Jzo-MQ7jl,,exists,parser high-confidence match,las-vegas-3,,,,
dama,Mondial Bank,,Harmony,1970,yes,,,,,Mondial Bank (Harmony),exists,mondial-bank,high,dama-srl,1970,4069,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,mondial-bank,,,,
dama,New City,,Big Strike,1970,yes,,,,,New City (Big Strike),exists,new-city,high,dama-srl,1970,4401,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,new-city,,,,
dama,Play Time,,Ice Show,1970,yes,,,,,Play Time (Ice Show),exists,play-time-2,high,dama-srl,1970,4402,high,"Dama S.R.L., of Milan, Italy (1970)",G5Koz-M61e0,,exists,parser high-confidence match,play-time-2,,,,
dama,Rally,,Elite Guard,1970,yes,,,,,Rally (Elite Guard),exists,rally,high,dama-srl,1970,4067,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,rally,,,,
dama,Road,,Electra Pool,1970,yes,,,,,Road (Electra Pool),exists,road,high,dama-srl,1970,4403,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,road,,,,
dama,Spider,,Hurdy Gurdy,1970,yes,,,,,Spider (Hurdy Gurdy),exists,spider,high,dama-srl,,4404,high,"Dama S.R.L., of Milan, Italy (1970)",GRpYQ-MkPd9,,exists,parser high-confidence match,spider,,,,
dama,Western,,Subway,1970,yes,,,,,Western (Subway),exists,western-2,high,dama-srl,1970,4066,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,western-2,,,,
dama,World Star,,Magic Town,1970,yes,,,,,World Star (Magic Town),exists,world-star,high,dama-srl,1970,4405,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,world-star,,,,
dama,Jolly,,Hurdy Gurdy,1970,yes,,,,,Jolly (Hurdy Gurdy),exists,jolly-2,high,dama-srl,,6837,high,"Dama S.R.L., of Milan, Italy (1970)",,,exists,parser high-confidence match,jolly-2,,,,
eagle,Lucky Card,,,,,,,,"una copia del Gottlieb’s “Lucky Card”, strutturata per essere installata in mobili Williams",Lucky Card,exists,lucky-card-2,high,eagle,,5657,high,"Eagle, of Italy",GrPpb-MLEk7,,exists,parser high-confidence match,lucky-card-2,,,,
egs,New York Defence,,vid-pinball,1981,,,,,,New York Defence (vid-pinball),exists,new-york-defence,high,electronic-games-systems-srl,1981,3920,high,"Electronic Games Systems S.R.L., of Fano, Italy(1981) [Trade Name: E. G. S.]",,,exists,parser high-confidence match,new-york-defence,,,,
elbos,Sea Devil,,,1982,,ss,4,,,Sea Devil – ss – 4p,exists,sea-devil,high,elbos-electronics,,6386,high,"Elbos Electronics, of Italy",,,exists,parser high-confidence match,sea-devil,,,,
elbos,Genesis,,,1982,,ss,4,,,Genesis – ss – 4p,exists,genesis-2,high,elbos-electronics,1982,5179,high,"Elbos Electronics, of Italy",Gr2wz-MLBob,,exists,parser high-confidence match,genesis-2,,,,
elettronolo,Calcio Italia,,prima serie con lanciabiglia manuale,1965,,em,2,,,Calcio Italia (prima serie con lanciabiglia manuale) – em – 2p,new-model-existing-maker,,,,,,,,,,exists,"Same machine as catalog 'Calcio ""Italia"" (1st series)' (soc-elettrogiochi, ipdb 5505, EM 2P). Tilt adds year 1965 (catalog has none) and the manual ball launcher detail.",calcio-italia-1st-series,,,,
elettronolo,Calcio Italia,,seconda serie con testatina,1966,,em,2,,(same cabinet graphics as rare Bally’s “Boot-a-Ball”),Calcio Italia (seconda serie con testatina) – em – 2p,new-model-existing-maker,,,,,,,,,,exists,"Same machine as catalog 'Calcio ""Italia"" (2nd series)' (soc-elettrogiochi, ipdb 4070, EM 2P). Minor year conflict: tilt 1966 vs IPDB/catalog 1967. Tilt adds: same cabinet graphics as Bally's rare 'Boot-a-Ball'.",calcio-italia-2nd-series,,,,
elettronolo,Casino’,,,1966,,,,,,Casino’,exists,casino-3,high,elettrocoin,1965,3964,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",G4xOz-MDnlX,,exists,parser high-confidence match,casino-3,,,,
elettronolo,Derby,,kit for Bally’s Gold Rush,1970,,,,,,Derby (kit for Bally’s Gold Rush),exists,derby-3,high,elettrocoin,1970,4075,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",G43O1-MJ51E,,exists,parser high-confidence match,derby-3,,,,
elettronolo,Selen Cup,,head to head | date: 7-6-1969,1969,,,,,,Selen Cup (head to head) (date: 7-6-1969),exists,selen-cup,high,elettrocoin,1969,3977,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",,,exists,parser high-confidence match,selen-cup,,,,
elettronolo,Good Year,,kit for Williams’ Lunar Shot,1969,,,,,,Good Year (kit for Williams’ Lunar Shot),exists,good-year,high,elettrocoin,1969,4071,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",,,exists,parser high-confidence match,good-year,,,,
elettronolo,Macao,,,1968,,,,,,Macao,exists,macao,high,elettrocoin,1968,3966,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",,,exists,parser high-confidence match,macao,,,,
elettronolo,Rose & Can Can,,,1968,,,,,,Rose & Can Can,exists,rose-can-can,high,elettrocoin,1968,4073,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",,,exists,parser high-confidence match,rose-can-can,,,,
elettronolo,Mexico,,kit for Bally’s Rocket III,1970,,,,,,Mexico (kit for Bally’s Rocket III),exists,mexico-3,high,elettrocoin,1970,4074,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",,,exists,parser high-confidence match,mexico-3,,,,
elettronolo,Scala Reale,,,1970,,,,,,Scala Reale,exists,scala-reale,high,elettrocoin,1970,4076,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",,,exists,parser high-confidence match,scala-reale,,,,
elettronolo,Summer Time,,kit for Gottliebs’ Solitaire – Hit a card,1970,,,,,,Summer Time (kit for Gottliebs’ Solitaire – Hit a card),exists,summer-time-4,high,elettrocoin,1970,4072,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",GrJED-MLOwz,,exists,parser high-confidence match,summer-time-4,,,,
elettronolo,????,,,1970,,,,,,????,new-model-existing-maker,,,,,,,,,,noise,"Unknown-year section header on the page (introduces the undated 'Night Club' and 'Carnival' lines), not a machine.",,,,,
elettronolo,Night Club,,,1970,,em,1,,,Night Club – em – 1p,exists,night-club-2,high,elettrocoin,,5003,high,"Elettrocoin, of Firenze (Florence), Italy (1965-1970)",,,exists,parser high-confidence match,night-club-2,,,,
