model_slug,field,person_name,person_slug,role,source_label,source_tier,cite_ref,cite_locator,cite_quote
houdini-100th-anniversary,credit,Ish Raneses,ish-raneses,animation,Animation,secondary,https://pinside.com/pinball/machine/houdini-100th,in the Design team section,Animation: Ish Raneses
houdini-100th-anniversary,credit,Matt Kern,matt-kern,sound,Sound,secondary,https://pinside.com/pinball/machine/houdini-100th,in the Design team section,Sound: Matt Kern
houdini-100th-anniversary,credit,Matt Kern,matt-kern,music,Music,secondary,https://pinside.com/pinball/machine/houdini-100th,in the Design team section,Music: Matt Kern
fish-tales-ultimate-fishing-challenge-kit,credit,James Cardona,james-cardona,concept,Concept,secondary,https://pinside.com/pinball/machine/fish-tales-ultimate-fishing-challenge,in the Design team section,Concept: James Cardona
fish-tales-ultimate-fishing-challenge-kit,credit,James Cardona,james-cardona,design,Game Design,secondary,https://pinside.com/pinball/machine/fish-tales-ultimate-fishing-challenge,in the Design team section,Game Design: James Cardona
fish-tales-ultimate-fishing-challenge-kit,credit,James Cardona,james-cardona,software,Software,secondary,https://pinside.com/pinball/machine/fish-tales-ultimate-fishing-challenge,in the Design team section,Software: James Cardona
fish-tales-ultimate-fishing-challenge-kit,credit,James Cardona,james-cardona,other,Rules,secondary,https://pinside.com/pinball/machine/fish-tales-ultimate-fishing-challenge,in the Design team section,Rules: James Cardona
fish-tales-ultimate-fishing-challenge-kit,credit,Aaron Davis,aaron-davis,other,Electronics,secondary,https://pinside.com/pinball/machine/fish-tales-ultimate-fishing-challenge,in the Design team section,Electronics: Aaron Davis
fish-tales-ultimate-fishing-challenge-kit,credit,Brian Allen,brian-allen,art,Artwork,secondary,https://pinside.com/pinball/machine/fish-tales-ultimate-fishing-challenge,in the Design team section,Artwork: Brian Allen
fish-tales-ultimate-fishing-challenge-kit,credit,James Cardona,james-cardona,animation,Animation,secondary,https://pinside.com/pinball/machine/fish-tales-ultimate-fishing-challenge,in the Design team section,Animation: James Cardona
the-fiery-end-of-obsidian-high,credit,Ellie Corcoran,ellie-corcoran,concept,Concept,secondary,https://pinside.com/pinball/machine/fiery-end-of-obsidian-high-the,in the Design team section,Concept: Ellie Corcoran
the-fiery-end-of-obsidian-high,credit,Ellie Corcoran,ellie-corcoran,design,Game Design,secondary,https://pinside.com/pinball/machine/fiery-end-of-obsidian-high-the,in the Design team section,Game Design: Ellie Corcoran
dungeon-crawler-carl,credit,Stephen Silver,stephen-silver,other,Creative Director,first-party,https://www.multimorphic.com/dungeon-crawler-carl,in the Credits section,Creative Director: Stephen Silver and Ian Harrower
dungeon-crawler-carl,credit,Ian Harrower,ian-harrower,other,Creative Director,first-party,https://www.multimorphic.com/dungeon-crawler-carl,in the Credits section,Creative Director: Stephen Silver and Ian Harrower
dungeon-crawler-carl,credit,Jeff Hays,jeff-hays,voice,Voices,first-party,https://www.multimorphic.com/dungeon-crawler-carl,in the Credits section,Voices: Jeff Hays
dungeon-crawler-carl,credit,Luciano Fleitas,luciano-fleitas,other,Cabinet Artist,first-party,https://www.multimorphic.com/dungeon-crawler-carl,in the Credits section,Cabinet Artist: Luciano Fleitas
dungeon-crawler-carl,credit,Brad Albright,brad-albright,other,Playfield Artist,first-party,https://www.multimorphic.com/dungeon-crawler-carl,in the Credits section,Playfield Artist: Brad Albright
enders-game,credit,Stephen Silver,stephen-silver,other,Creative Director,first-party,https://www.multimorphic.com/enders-game,in the Credits section,Creative Director: Stephen Silver and Josh Kugler
enders-game,credit,Rory Cernuda,rory-cernuda,other,Technical Artist,first-party,https://www.multimorphic.com/enders-game,in the Credits section,Technical Artist: Rory Cernuda
enders-game,credit,Glenn Waechter,glenn-waechter,voice,Voices,first-party,https://www.multimorphic.com/enders-game,in the Credits section,"Voices: Glenn Waechter, Lucas Pepke, Sam Tucker, Aline Allen, Alana Johnson, Cash Bailey, Tyson and Eli Silver"
enders-game,credit,Lucas Pepke,lucas-pepke,voice,Voices,first-party,https://www.multimorphic.com/enders-game,in the Credits section,"Voices: Glenn Waechter, Lucas Pepke, Sam Tucker, Aline Allen, Alana Johnson, Cash Bailey, Tyson and Eli Silver"
enders-game,credit,Sam Tucker,sam-tucker,voice,Voices,first-party,https://www.multimorphic.com/enders-game,in the Credits section,"Voices: Glenn Waechter, Lucas Pepke, Sam Tucker, Aline Allen, Alana Johnson, Cash Bailey, Tyson and Eli Silver"
enders-game,credit,Aline Allen,aline-allen,voice,Voices,first-party,https://www.multimorphic.com/enders-game,in the Credits section,"Voices: Glenn Waechter, Lucas Pepke, Sam Tucker, Aline Allen, Alana Johnson, Cash Bailey, Tyson and Eli Silver"
enders-game,credit,Alana Johnson,alana-johnson,voice,Voices,first-party,https://www.multimorphic.com/enders-game,in the Credits section,"Voices: Glenn Waechter, Lucas Pepke, Sam Tucker, Aline Allen, Alana Johnson, Cash Bailey, Tyson and Eli Silver"
enders-game,credit,Cash Bailey,cash-bailey,voice,Voices,first-party,https://www.multimorphic.com/enders-game,in the Credits section,"Voices: Glenn Waechter, Lucas Pepke, Sam Tucker, Aline Allen, Alana Johnson, Cash Bailey, Tyson and Eli Silver"
enders-game,credit,Tyson Silver,tyson-silver,voice,Voices,first-party,https://www.multimorphic.com/enders-game,in the Credits section,"Voices: Glenn Waechter, Lucas Pepke, Sam Tucker, Aline Allen, Alana Johnson, Cash Bailey, Tyson and Eli Silver"
enders-game,credit,Eli Silver,eli-silver,voice,Voices,first-party,https://www.multimorphic.com/enders-game,in the Credits section,"Voices: Glenn Waechter, Lucas Pepke, Sam Tucker, Aline Allen, Alana Johnson, Cash Bailey, Tyson and Eli Silver"
