url	maker_dir	maker	game	number	year	game_type	features_row	features
https://bingo.cdyn.com/machines/bally/sea_island	bally	Bally	Sea Island	623	1959	magic screen	| Features | - advancing odds/scores - blue section scores - colored lines - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - section scoring - super-section - triple deck advancing odds/scores |	advancing odds/scores|blue section scores|colored lines|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|section scoring|super-section|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/bally/shoot_a_line	bally	Bally	Shoot-A-Line	682	1962	six-card	| Features | - colored lines - in-line scoring - super line |	colored lines|in-line scoring|super line
https://bingo.cdyn.com/machines/bally/show_time	bally	Bally	Show-Time	590	1957	magic squares	| Features | - advancing odds/scores - ballyhole - colored lines - corners scoring - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - triple deck advancing odds/scores |	advancing odds/scores|ballyhole|colored lines|corners scoring|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/bally/silver_sails	bally	Bally	Silver Sails	707	1962	magic screen	| Features | - OK game - advancing odds/scores - blue section scores - colored lines - extended/extra time/play - extra balls - golden game - in-line scoring - next game award - orange section - pick-a-play buttons - purple section - roll-over buttons - section scoring - super-section - triple deck advancing odds/scores |	OK game|advancing odds/scores|blue section scores|colored lines|extended/extra time/play|extra balls|golden game|in-line scoring|next game award|orange section|pick-a-play buttons|purple section|roll-over buttons|section scoring|super-section|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/bally/spot_lite	bally	Bally	Spot Lite	539	1951	one-card	| Features | - advancing odds/scores - corners scoring - extra balls - pick-a-play buttons - spot numbers |	advancing odds/scores|corners scoring|extra balls|pick-a-play buttons|spot numbers
https://bingo.cdyn.com/machines/bally/stock_market	bally	Bally	Stock Market	913	1971	six-card	| Features | - corners scoring - double or nothing - in-line scoring - kumbackey - nickel-quarter play |	corners scoring|double or nothing|in-line scoring|kumbackey|nickel-quarter play
https://bingo.cdyn.com/machines/bally/sun_valley	bally	Bally	Sun Valley	592	1957	magic squares	| Features | - advancing odds/scores - colored lines - corners scoring - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - score booster - triple deck advancing odds/scores |	advancing odds/scores|colored lines|corners scoring|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|score booster|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/bally/super_7	bally	Bally	Super 7	893	1970	mystic lines	| Features | - advancing odds/scores - extended/extra time/play - extra balls - nickel-quarter play - pick-a-play buttons - red letter game - roll-over buttons - section scoring - star numbers - super/double/triple/quadruple scores - triple deck advancing odds/scores - twin numbers |	advancing odds/scores|extended/extra time/play|extra balls|nickel-quarter play|pick-a-play buttons|red letter game|roll-over buttons|section scoring|star numbers|super/double/triple/quadruple scores|triple deck advancing odds/scores|twin numbers
https://bingo.cdyn.com/machines/bally/surf_club	bally	Bally	Surf Club	556	1954	one-card	| Features | - advancing odds/scores - corners scoring - extra balls - hold/double hold - in-line scoring - roll-over buttons - select-a-spot - super cards - super line |	advancing odds/scores|corners scoring|extra balls|hold/double hold|in-line scoring|roll-over buttons|select-a-spot|super cards|super line
https://bingo.cdyn.com/machines/bally/tahiti	bally	Bally	Tahiti	1163	1979	mystic lines	| Features | - advancing odds/scores - ball return - extended/extra time/play - nickel-quarter play - section scoring - star numbers - super/double/triple/quadruple scores - triple deck advancing odds/scores |	advancing odds/scores|ball return|extended/extra time/play|nickel-quarter play|section scoring|star numbers|super/double/triple/quadruple scores|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/bally/ticker_tape	bally	Bally	Ticker Tape	938	1972	six-card	| Features | - auto-mission coin divider - double or nothing - in-line scoring - kumbackey - nickel-quarter play - super line |	auto-mission coin divider|double or nothing|in-line scoring|kumbackey|nickel-quarter play|super line
https://bingo.cdyn.com/machines/bally/touchdown	bally	Bally	Touchdown	659	1960	magic numbers	| Features | - advancing odds/scores - colored lines - extended/extra time/play - extra balls - in-line scoring - pick-a-play buttons - spot numbers - star numbers - triple deck advancing odds/scores |	advancing odds/scores|colored lines|extended/extra time/play|extra balls|in-line scoring|pick-a-play buttons|spot numbers|star numbers|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/bally/twist	bally	Bally	Twist	687	1962	magic cards	| Features | - advancing odds/scores - colored lines - double duty numbers - extra balls - in-line scoring |	advancing odds/scores|colored lines|double duty numbers|extra balls|in-line scoring
https://bingo.cdyn.com/machines/bally/variety	bally	Bally	Variety	561	1954	magic lines	| Features | - advancing odds/scores - corners scoring - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - spot numbers - super cards |	advancing odds/scores|corners scoring|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|spot numbers|super cards
https://bingo.cdyn.com/machines/bally/venice	bally	Bally	Venice	841	1968	mystic lines	| Features | - advancing odds/scores - extended/extra time/play - extra balls - nickel-quarter play - pick-a-play buttons - red letter game - roll-over buttons - section scoring - star numbers - super/double/triple/quadruple scores - triple deck advancing odds/scores |	advancing odds/scores|extended/extra time/play|extra balls|nickel-quarter play|pick-a-play buttons|red letter game|roll-over buttons|section scoring|star numbers|super/double/triple/quadruple scores|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/bally/wall_street	bally	Bally	Wall Street	1011	1974	six-card	| Features | - auto-mission coin divider - corners scoring - double or nothing - in-line scoring - kumbackey - spot numbers - super line |	auto-mission coin divider|corners scoring|double or nothing|in-line scoring|kumbackey|spot numbers|super line
https://bingo.cdyn.com/machines/bally/yacht_club	bally	Bally	Yacht Club	549	1953	overlapping cards	| Features | - advancing odds/scores - extra balls - in-line scoring - roll-over buttons - super line |	advancing odds/scores|extra balls|in-line scoring|roll-over buttons|super line
https://bingo.cdyn.com/machines/bally/zodiac	bally	Bally	Zodiac	798	1966	mystic lines	| Features | - advancing odds/scores - extended/extra time/play - extra balls - nickel-quarter play - pick-a-play buttons - red letter game - roll-over buttons - section scoring - star numbers - super/double/triple/quadruple scores - triple deck advancing odds/scores |	advancing odds/scores|extended/extra time/play|extra balls|nickel-quarter play|pick-a-play buttons|red letter game|roll-over buttons|section scoring|star numbers|super/double/triple/quadruple scores|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/gaa/continental_lucky_seven	gaa	General Automated Amusements	Continental Lucky Seven	unknown	2001	six-card	| Features | - diagonal scores - double or nothing - in-line scoring - super line |	diagonal scores|double or nothing|in-line scoring|super line
https://bingo.cdyn.com/machines/gaa/double_crown	gaa	General Automated Amusements	Double Crown	unknown	1990	two-card	| Features | - colored lines - diagonal scores - extra balls - roll-over buttons |	colored lines|diagonal scores|extra balls|roll-over buttons
https://bingo.cdyn.com/machines/gaa/french_cancan	gaa	General Automated Amusements	French Cancan	unknown	1990	two-card	| Features | - OK game - colored lines - diagonal scores - extra balls - roll-over buttons |	OK game|colored lines|diagonal scores|extra balls|roll-over buttons
https://bingo.cdyn.com/machines/gaa/moulan_rouge	gaa	General Automated Amusements	Moulan Rouge	unknown	1990	two-card	| Features | - OK game - colored lines - diagonal scores - extra balls - roll-over buttons |	OK game|colored lines|diagonal scores|extra balls|roll-over buttons
https://bingo.cdyn.com/machines/gaa/new_continental	gaa	General Automated Amusements	New Continental	unknown	1990	six-card	| Features | - corners scoring - diagonal scores - super line |	corners scoring|diagonal scores|super line
https://bingo.cdyn.com/machines/gaa/new_continental_golden	gaa	General Automated Amusements	New Continental Golden	unknown	1990	six-card	| Features | - corners scoring - diagonal scores - spot numbers - super line - super/double/triple/quadruple scores |	corners scoring|diagonal scores|spot numbers|super line|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/helco/new_five	helco	Helco	New Five	unknown	1984	magic lines	| Features | - OK game - advancing odds/scores - ballyhole - colored lines - corners scoring - diagonal scores - extended/extra time/play - extra balls - in-line scoring |	OK game|advancing odds/scores|ballyhole|colored lines|corners scoring|diagonal scores|extended/extra time/play|extra balls|in-line scoring
https://bingo.cdyn.com/machines/interflip/honolulu	interflip	Interflip	Honolulu	unknown	1985	six-card	| Features | - corners scoring - double or nothing - in-line scoring - spot numbers - super line |	corners scoring|double or nothing|in-line scoring|spot numbers|super line
https://bingo.cdyn.com/machines/keeney/venus	keeney	Keeney	Venus	unknown	1963	six-card	| Features | - double or nothing |	double or nothing
https://bingo.cdyn.com/machines/playmatic/dixie	playmatic	Playmatic	Dixie	unknown	1980	six-card	| Features | - corners scoring - diagonal scores - double or nothing - super line |	corners scoring|diagonal scores|double or nothing|super line
https://bingo.cdyn.com/machines/playmatic/miss_disco	playmatic	Playmatic	Miss Disco	unknown	1983	six-card	| Features | - corners scoring - diagonal scores - double or nothing - super line |	corners scoring|diagonal scores|double or nothing|super line
https://bingo.cdyn.com/machines/playmatic/super_win	playmatic	Playmatic	Super Win	unknown	1980	two-card	| Features | - corners scoring - diagonal scores - double or nothing - extra balls - roll-over buttons - super line |	corners scoring|diagonal scores|double or nothing|extra balls|roll-over buttons|super line
https://bingo.cdyn.com/machines/recreativos_franco/bingo_bombo	recreativos_franco	Recreaticos Franco	Bingo-bombo	unknown	1990	six-card	| Features | - corners scoring - double or nothing - super line |	corners scoring|double or nothing|super line
https://bingo.cdyn.com/machines/sg/challenger	sg	Show Games	Challenger	unknown	1990	six-card	| Features | - corners scoring - diagonal scores - double or nothing - extra balls - in-line scoring - magic number doubling - roll-over buttons - score booster - super line - super/double/triple/quadruple scores |	corners scoring|diagonal scores|double or nothing|extra balls|in-line scoring|magic number doubling|roll-over buttons|score booster|super line|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/sg/miss_florida	sg	Show Games	Miss Florida	unknown	1990	magic lines	| Features | - OK game - advancing odds/scores - colored lines - diagonal scores - extended/extra time/play - extra balls - in-line scoring - super cards - super/double/triple/quadruple scores |	OK game|advancing odds/scores|colored lines|diagonal scores|extended/extra time/play|extra balls|in-line scoring|super cards|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/sg/new_florida	sg	Show Games	New Florida	unknown	1990	magic lines	| Features | - OK game - advancing odds/scores - colored lines - diagonal scores - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - score booster - star numbers - super cards - triple deck advancing odds/scores |	OK game|advancing odds/scores|colored lines|diagonal scores|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|score booster|star numbers|super cards|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/sg/play_time	sg	Show Games	Play Time	unknown	1995	one-card	| Features | - advancing odds/scores - colored lines - corners scoring - extra balls - in-line scoring - magic number doubling - roll-over buttons |	advancing odds/scores|colored lines|corners scoring|extra balls|in-line scoring|magic number doubling|roll-over buttons
https://bingo.cdyn.com/machines/sg/texas	sg	Show Games	Texas	unknown	1990	magic lines	| Features | - OK game - advancing odds/scores - colored lines - diagonal scores - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - score booster - star numbers - super cards - triple deck advancing odds/scores |	OK game|advancing odds/scores|colored lines|diagonal scores|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|score booster|star numbers|super cards|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/sg/transcontinental	sg	Show Games	Transcontinental	unknown	1990	six-card	| Features | - corners scoring - diagonal scores - double or nothing - extra balls - in-line scoring - magic number doubling - super line |	corners scoring|diagonal scores|double or nothing|extra balls|in-line scoring|magic number doubling|super line
https://bingo.cdyn.com/machines/sg/transcontinental_deluxe	sg	Show Games	Transcontinental Deluxe	unknown	1990	six-card	| Features | - corners scoring - diagonal scores - double or nothing - extra balls - in-line scoring - magic number doubling - super cards - super line |	corners scoring|diagonal scores|double or nothing|extra balls|in-line scoring|magic number doubling|super cards|super line
https://bingo.cdyn.com/machines/sirmo/brooklyn	sirmo	Sirmo	Brooklyn	unknown	1996	magic lines	| Features | - OK game - advancing odds/scores - colored lines - diagonal scores - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - triple deck advancing odds/scores |	OK game|advancing odds/scores|colored lines|diagonal scores|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/sirmo/circus_10	sirmo	Sirmo	Circus 10	unknown	1997	six-card	| Features | - advancing odds/scores - colored lines - corners scoring - diagonal scores - extra balls - in-line scoring - super line |	advancing odds/scores|colored lines|corners scoring|diagonal scores|extra balls|in-line scoring|super line
https://bingo.cdyn.com/machines/sirmo/columbia	sirmo	Sirmo	Columbia	unknown	1990	six-card	| Features | - diagonal scores - double or nothing - extra balls - in-line scoring - magic number doubling - skill shot - super line |	diagonal scores|double or nothing|extra balls|in-line scoring|magic number doubling|skill shot|super line
https://bingo.cdyn.com/machines/sirmo/coney_island	sirmo	Sirmo	Coney Island	unknown	1992	magic lines	| Features | - OK game - advancing odds/scores - colored lines - diagonal scores - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - triple deck advancing odds/scores |	OK game|advancing odds/scores|colored lines|diagonal scores|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/sirmo/dallas	sirmo	Sirmo	Dallas	unknown	1984	magic lines	| Features | - OK game - advancing odds/scores - colored lines - corners scoring - diagonal scores - double or nothing - extended/extra time/play - extra balls - in-line scoring - magic number doubling - roll-over buttons - super line - triple deck advancing odds/scores |	OK game|advancing odds/scores|colored lines|corners scoring|diagonal scores|double or nothing|extended/extra time/play|extra balls|in-line scoring|magic number doubling|roll-over buttons|super line|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/sirmo/daytona	sirmo	Sirmo	Daytona	unknown	1990	six-card	| Features | - corners scoring - diagonal scores - double or nothing - in-line scoring - magic number doubling - super line |	corners scoring|diagonal scores|double or nothing|in-line scoring|magic number doubling|super line
https://bingo.cdyn.com/machines/sirmo/domino_one_ball	sirmo	Sirmo	Domino One Ball	unknown	1995	one-ball	| Features | - advancing odds/scores |	advancing odds/scores
https://bingo.cdyn.com/machines/sirmo/golden_continental_joker	sirmo	Sirmo	Golden Continental Joker	unknown	1990	six-card	| Features | - corners scoring - diagonal scores - double or nothing - extra balls - in-line scoring - magic number doubling - super line |	corners scoring|diagonal scores|double or nothing|extra balls|in-line scoring|magic number doubling|super line
https://bingo.cdyn.com/machines/sirmo/golden_gate	sirmo	Sirmo	Golden Gate	unknown	1999	six-card	| Features | - advancing odds/scores - colored lines - corners scoring - diagonal scores - extra balls - in-line scoring - special game - super line |	advancing odds/scores|colored lines|corners scoring|diagonal scores|extra balls|in-line scoring|special game|super line
https://bingo.cdyn.com/machines/sirmo/louisiana	sirmo	Sirmo	Louisiana	unknown	1984	six-card	| Features | - corners scoring - diagonal scores - double or nothing - extra balls - in-line scoring - magic number doubling - super line |	corners scoring|diagonal scores|double or nothing|extra balls|in-line scoring|magic number doubling|super line
https://bingo.cdyn.com/machines/sirmo/louisiana_2001	sirmo	Sirmo	Louisiana 2001	unknown	2001	six-card	| Features | - corners scoring - diagonal scores - spot numbers - super line |	corners scoring|diagonal scores|spot numbers|super line
https://bingo.cdyn.com/machines/sirmo/magic_dixieland	sirmo	Sirmo	Magic Dixieland	unknown		six-card	| Features | - corners scoring - diagonal scores - extra balls - in-line scoring |	corners scoring|diagonal scores|extra balls|in-line scoring
https://bingo.cdyn.com/machines/sirmo/magic_screen	sirmo	Sirmo	Magic Screen	unknown	2003	six-card	| Features | - advancing odds/scores - corners scoring - diagonal scores - extra balls - in-line scoring |	advancing odds/scores|corners scoring|diagonal scores|extra balls|in-line scoring
https://bingo.cdyn.com/machines/sirmo/manhattan	sirmo	Sirmo	Manhattan	unknown	1984	magic screen	| Features | - OK game - advancing odds/scores - blue section scores - colored lines - double or nothing - extended/extra time/play - extra balls - in-line scoring - orange section - roll-over buttons - section scoring - super-section - triple deck advancing odds/scores |	OK game|advancing odds/scores|blue section scores|colored lines|double or nothing|extended/extra time/play|extra balls|in-line scoring|orange section|roll-over buttons|section scoring|super-section|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/sirmo/miss_americana	sirmo	Sirmo	Miss Americana	unknown	1984	magic lines	| Features | - OK game - advancing odds/scores - colored lines - diagonal scores - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - triple deck advancing odds/scores |	OK game|advancing odds/scores|colored lines|diagonal scores|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/sirmo/miss_americana_triple_bonus	sirmo	Sirmo	Miss Americana Triple Bonus	unknown	1984	magic lines	| Features | - OK game - advancing odds/scores - colored lines - diagonal scores - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - triple deck advancing odds/scores |	OK game|advancing odds/scores|colored lines|diagonal scores|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/sirmo/mondial	sirmo	Sirmo	Mondial	unknown	1997	six-card	| Features | - advancing odds/scores - colored lines - corners scoring - diagonal scores - extra balls - in-line scoring - super line |	advancing odds/scores|colored lines|corners scoring|diagonal scores|extra balls|in-line scoring|super line
https://bingo.cdyn.com/machines/sirmo/multiplier	sirmo	Sirmo	Multiplier	unknown	1996	one-ball	| Features | - advancing odds/scores |	advancing odds/scores
https://bingo.cdyn.com/machines/sirmo/new_dixie_bonus	sirmo	Sirmo	New Dixie Bonus	unknown	1984	six-card	| Features | - corners scoring - diagonal scores - double or nothing - in-line scoring - magic number doubling - super line |	corners scoring|diagonal scores|double or nothing|in-line scoring|magic number doubling|super line
https://bingo.cdyn.com/machines/sirmo/new_dixieland_2000	sirmo	Sirmo	New Dixieland 2000	unknown	1992	six-card	| Features | - advancing odds/scores - colored lines - corners scoring - diagonal scores - extra balls - in-line scoring - super line |	advancing odds/scores|colored lines|corners scoring|diagonal scores|extra balls|in-line scoring|super line
https://bingo.cdyn.com/machines/sirmo/new_orleans	sirmo	Sirmo	New Orleans	unknown	1984	six-card	| Features | - corners scoring - diagonal scores - double or nothing - in-line scoring - magic number doubling - super line |	corners scoring|diagonal scores|double or nothing|in-line scoring|magic number doubling|super line
https://bingo.cdyn.com/machines/sirmo/one_ball	sirmo	Sirmo	One Ball	unknown	1992	one-ball	| Features | - advancing odds/scores |	advancing odds/scores
https://bingo.cdyn.com/machines/sirmo/star_continental_2000	sirmo	Sirmo	Star Continental 2000	unknown	1997	six-card	| Features | - advancing odds/scores - colored lines - corners scoring - diagonal scores - extra balls - in-line scoring - super line |	advancing odds/scores|colored lines|corners scoring|diagonal scores|extra balls|in-line scoring|super line
https://bingo.cdyn.com/machines/sirmo/super_dixieland	sirmo	Sirmo	Super Dixieland	unknown	1984	six-card	| Features | - corners scoring - diagonal scores - double or nothing - in-line scoring - magic number doubling - super line |	corners scoring|diagonal scores|double or nothing|in-line scoring|magic number doubling|super line
https://bingo.cdyn.com/machines/splin/best_ball	splin	SPLIN (formerly show games)	Best Ball	unknown	1999	one-ball	| Features | - extra balls |	extra balls
https://bingo.cdyn.com/machines/splin/golden_continental_laser	splin	SPLIN (formerly show games)	Golden Continental Laser	unknown	1990	six-card	| Features | - corners scoring - diagonal scores - double or nothing - extra balls - in-line scoring - magic number doubling - super line |	corners scoring|diagonal scores|double or nothing|extra balls|in-line scoring|magic number doubling|super line
https://bingo.cdyn.com/machines/united/345	united	United	345	unknown	1951	two-card	| Features | - in-line scoring |	in-line scoring
https://bingo.cdyn.com/machines/united/abc	united	United	ABC	unknown	1951	three-card	| Features | - in-line scoring |	in-line scoring
https://bingo.cdyn.com/machines/united/bolero	united	United	Bolero	unknown	1951	three-card	| Features | - extra balls - in-line scoring |	extra balls|in-line scoring
https://bingo.cdyn.com/machines/united/brazil	united	United	Brazil	unknown	1956	one-card	| Features | - advancing odds/scores - corners scoring - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - spell name - spot numbers |	advancing odds/scores|corners scoring|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|spell name|spot numbers
https://bingo.cdyn.com/machines/united/cabana	united	United	Cabana	unknown	1953	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - extra balls - in-line scoring - roll-over buttons - select-a-spot - spottem - super/double/triple/quadruple scores |	advancing odds/scores|ballyhole|corners scoring|extra balls|in-line scoring|roll-over buttons|select-a-spot|spottem|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/caravan	united	United	Caravan	unknown	1956	roto feature	| Features | - advancing odds/scores - ballyhole - corners scoring - diagonal scores - extended/extra time/play - extra balls - futurity - in-line scoring - roll-over buttons - select-a-spot - spell name - spot numbers |	advancing odds/scores|ballyhole|corners scoring|diagonal scores|extended/extra time/play|extra balls|futurity|in-line scoring|roll-over buttons|select-a-spot|spell name|spot numbers
https://bingo.cdyn.com/machines/united/circus	united	United	Circus	unknown	1952	three-card	| Features | - extra balls - in-line scoring - spottem - super/double/triple/quadruple scores |	extra balls|in-line scoring|spottem|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/havana	united	United	Havana	unknown	1954	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - extended/extra time/play - extra balls - in-line scoring - next game award - select-a-feature - select-a-spot - spot numbers - super/double/triple/quadruple scores |	advancing odds/scores|ballyhole|corners scoring|extended/extra time/play|extra balls|in-line scoring|next game award|select-a-feature|select-a-spot|spot numbers|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/hawaii	united	United	Hawaii	unknown	1954	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - extended/extra time/play - extra balls - in-line scoring - next game award - select-a-feature - select-a-spot - spot numbers - spottem - super/double/triple/quadruple scores |	advancing odds/scores|ballyhole|corners scoring|extended/extra time/play|extra balls|in-line scoring|next game award|select-a-feature|select-a-spot|spot numbers|spottem|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/leader	united	United	Leader	unknown	1951	three-card	| Features | - extra balls - in-line scoring |	extra balls|in-line scoring
https://bingo.cdyn.com/machines/united/manhattan	united	United	Manhattan	unknown	1955	two-card	| Features | - advancing odds/scores - corners scoring - extended/extra time/play - extra balls - futurity - in-line scoring - next game award - roll-over buttons - score booster - select-a-spot - spot numbers |	advancing odds/scores|corners scoring|extended/extra time/play|extra balls|futurity|in-line scoring|next game award|roll-over buttons|score booster|select-a-spot|spot numbers
https://bingo.cdyn.com/machines/united/mexico	united	United	Mexico	unknown	1954	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - extended/extra time/play - extra balls - in-line scoring - next game award - select-a-feature - select-a-spot - spot numbers - super/double/triple/quadruple scores |	advancing odds/scores|ballyhole|corners scoring|extended/extra time/play|extra balls|in-line scoring|next game award|select-a-feature|select-a-spot|spot numbers|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/monaco	united	United	Monaco	unknown	1956	one-card	| Features | - advancing odds/scores - corners scoring - extended/extra time/play - extra balls - futurity - in-line scoring - roll-over buttons - spot numbers |	advancing odds/scores|corners scoring|extended/extra time/play|extra balls|futurity|in-line scoring|roll-over buttons|spot numbers
https://bingo.cdyn.com/machines/united/nevada	united	United	Nevada	unknown	1954	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - extended/extra time/play - extra balls - futurity - in-line scoring - next game award - select-a-feature - select-a-spot - spot numbers - spottem - super/double/triple/quadruple scores |	advancing odds/scores|ballyhole|corners scoring|extended/extra time/play|extra balls|futurity|in-line scoring|next game award|select-a-feature|select-a-spot|spot numbers|spottem|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/pixies	united	United	Pixies	unknown	1955	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - extended/extra time/play - extra balls - futurity - in-line scoring - lite-a-name - next game award - roll-over buttons - score booster - select-a-spot - spot numbers |	advancing odds/scores|ballyhole|corners scoring|extended/extra time/play|extra balls|futurity|in-line scoring|lite-a-name|next game award|roll-over buttons|score booster|select-a-spot|spot numbers
https://bingo.cdyn.com/machines/united/playtime	united	United	Playtime	unknown	1957	magic squares	| Features | - advancing odds/scores - ballyhole - colored lines - corners scoring - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - triple deck advancing odds/scores |	advancing odds/scores|ballyhole|colored lines|corners scoring|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|triple deck advancing odds/scores
https://bingo.cdyn.com/machines/united/rio	united	United	Rio	unknown	1953	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - extended/extra time/play - extra balls - in-line scoring - select-a-feature - select-a-spot - spot numbers - super/double/triple/quadruple scores |	advancing odds/scores|ballyhole|corners scoring|extended/extra time/play|extra balls|in-line scoring|select-a-feature|select-a-spot|spot numbers|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/rodeo	united	United	Rodeo	unknown	1953	three-card	| Features | - advancing odds/scores - extra balls - in-line scoring - score booster - select-a-feature - spot numbers - super cards |	advancing odds/scores|extra balls|in-line scoring|score booster|select-a-feature|spot numbers|super cards
https://bingo.cdyn.com/machines/united/serenade	united	United	Serenade	unknown	1956	two-card	| Features | - ballyhole - corners scoring - extra balls - in-line scoring - roll-over buttons - select-a-spot - spell name |	ballyhole|corners scoring|extra balls|in-line scoring|roll-over buttons|select-a-spot|spell name
https://bingo.cdyn.com/machines/united/show_boat	united	United	Show Boat	unknown	1952	six-card	| Features | - ballyhole - extra balls - in-line scoring - spottem - super/double/triple/quadruple scores |	ballyhole|extra balls|in-line scoring|spottem|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/singapore	united	United	Singapore	unknown	1954	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - extended/extra time/play - extra balls - futurity - in-line scoring - next game award - select-a-feature - select-a-spot - spot numbers - spottem - super/double/triple/quadruple scores |	advancing odds/scores|ballyhole|corners scoring|extended/extra time/play|extra balls|futurity|in-line scoring|next game award|select-a-feature|select-a-spot|spot numbers|spottem|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/south_seas	united	United	South Seas	unknown	1956	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - diagonal scores - extended/extra time/play - extra balls - futurity - in-line scoring - roll-over buttons - select-a-spot - spot numbers |	advancing odds/scores|ballyhole|corners scoring|diagonal scores|extended/extra time/play|extra balls|futurity|in-line scoring|roll-over buttons|select-a-spot|spot numbers
https://bingo.cdyn.com/machines/united/stardust	united	United	Stardust	unknown	1956	roto feature	| Features | - advancing odds/scores - ballyhole - corners scoring - extended/extra time/play - extra balls - futurity - in-line scoring - roll-over buttons - score booster - select-a-spot - spell name - spot numbers |	advancing odds/scores|ballyhole|corners scoring|extended/extra time/play|extra balls|futurity|in-line scoring|roll-over buttons|score booster|select-a-spot|spell name|spot numbers
https://bingo.cdyn.com/machines/united/starlet	united	United	Starlet	unknown	1955	roto feature	| Features | - advancing odds/scores - ballyhole - colored lines - corners scoring - diagonal scores - extended/extra time/play - extra balls - futurity - in-line scoring - roll-over buttons - score booster - select-a-spot - spell name - spot numbers |	advancing odds/scores|ballyhole|colored lines|corners scoring|diagonal scores|extended/extra time/play|extra balls|futurity|in-line scoring|roll-over buttons|score booster|select-a-spot|spell name|spot numbers
https://bingo.cdyn.com/machines/united/stars	united	United	Stars	unknown	1952	three-card	| Features | - extra balls - in-line scoring - spottem - super/double/triple/quadruple scores |	extra balls|in-line scoring|spottem|super/double/triple/quadruple scores
https://bingo.cdyn.com/machines/united/tahiti	united	United	Tahiti	unknown	1953	one-card	| Features | - advancing odds/scores - ballyhole - corners scoring - extended/extra time/play - extra balls - in-line scoring - roll-over buttons - select-a-feature - select-a-spot - spot numbers - super/double/triple/quadruple scores |	advancing odds/scores|ballyhole|corners scoring|extended/extra time/play|extra balls|in-line scoring|roll-over buttons|select-a-feature|select-a-spot|spot numbers|super/double/triple/quadruple scores
